Source,Target,Date,Preuves,Mea Culpa ?
 Ben Omar Redouan,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Carol Reid,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Dusan Reljin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jo Reymen,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Laurence Reymond,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Catherine Reynier-Barateau,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Yasmina Reza,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Christiane Rhein,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jacques Richard,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Dominique Robert,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Margarita Robski,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Pascale Rocard,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jean-Jacques Rochut,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Christian Rogler,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Yannick Rolandeau,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Michèle Rollin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Paul Rondags,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Avital Ronell,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Frank Roozendaal,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Graciela Rosato,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Michèle Rossi-Ducci,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Elisabeth Roudinesco,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Kontochristopoulou Roula,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Laurence Roulet,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Joshua Rout,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Paolo Roversi,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Didier Roy,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jacques Rozier,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Charles Rubinstein,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Isabelle Ruh,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Martin Ruhe,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Sonia Rykiel,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Anita S. Chang,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Esteban S. Goffin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Joaquin Sabina,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Marc Saffar,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Ludivine Sagnier,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Gabriela Salazar Scherman,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Thérèse Saliceti,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Walter Salles,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jean-Paul Salomé,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jean-Frédéric Samie,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Marc Sandberg,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Emmanuel Sapin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Léo Scalpel,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jerry Schatzberg,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Richard Schlesinger,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Kirstin Schlotter,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Daniel Schmidt,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Georg Schmithüsen,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Julian Schnabel,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Pierre Schoendoerffer,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Barbet Schroeder,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 J. Neil Schulman,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Pierre Schumacher,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Pierre-Alexandre Schwab,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Ettore Scola,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Luis Gustavo Sconza Zaratin Soares,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Martin Scorsese,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Carole Scotta,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Steven Sedgwick,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Andrea Sedlackova,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Frank Segier,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Michèle Seguin-Sirhugue,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Guy Seligmann,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Dominique Sels,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Elis Semczuk,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Christiane Semczuk,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Lorenzo Semple Jr,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Julien Seri,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Joël Séria,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Catherine Sermet,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Olivier Séror,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Ken Seton-Vyhnal,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Sophie Sharkov,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Boris Shlafer,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Nanan Sikki,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Antoine Silber,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Pierre Silvant,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Charlotte Silvera,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Noel Simsolo,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Christophe Sirodeau,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Philippe Sisbane,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Abderrahmane Sissako,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Beatrice Sisul,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Grégoire Sivan,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Petter Skavlan,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Romain Slocombe,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jola Lech Slowianska,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Marcin Sokolowski,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Pierre Somers,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Loïc Sorel,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Paolo Sorrentino,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Valérie Soulier,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Arnaud Soulier,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Vassilis Sourapas,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Yannis Stavrou,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Roch Stephanik,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Karen Stetler,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Denise Stieglitz,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Guillaume Stirn,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Bernard Stora,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Stephan Streker,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Gérard Stum,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jean-Marc Surcin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Tilda Swinton,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Christian Szafraniak,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Piotrek Szymanek,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jean-Charles Tacchella,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Radovan Tadic,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Mickael Tanguy,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Danis Tanovic,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Bertrand Tavernier,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 André Techiné,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Katie Teece,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Hutfer Teense,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Cécile Telerman,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Harold Alvarado Tenorio,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Marie-Ange Terrier,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Alain Terzian,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Christian Texier,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jean-Paul Thaens,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Valentine Theret,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Virginie Thévenet,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Alexandre Thiery,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jacques Thivierge,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Pascal Thomas,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jeremy Thomas,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Marc Thomas Charley,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Balthasar Thomass,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Cyril Thurston,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Zelda Tinska,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Frédérique Topin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Giuseppe Tornatore,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Serge Tosca,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Cali Tosca,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Serge Toubiana,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Walter Toubin,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jean-Luc Touillon,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Maurizio Trani,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Daniel Treichler,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Guillemette Trimech,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Nadine Trintignant,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Claire Tromeur,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Fernando Trueba,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Julie Turcas,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Mitja Tušek,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Tom Tykwer,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Alexandre Tylski,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Stephen Ujlaki,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Fritz Urschitz,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 José Antonio Valdés Peña,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Kenny Valdisserri,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jaques Vallotton,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Phil van der Linden,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Betrand van Effenterre,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Leopold van Genechten,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Pieter van Hees,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Edith Van Her,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Rudolf van Maanen,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Christophe van Rompaey,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Dorna van Rouveroy,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Elbert van Strien,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
  Vangelis,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Alessio Vannetti,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jean-Pierre Vaucouloux,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Lucília Verdelho da Costa,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Christian Verdu,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jean-Pierre Vergne,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Sarah Vermande,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Elizabeth Verry,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Maryana Vestic,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Julien Veyret,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Caroline Veyssière,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Francesco Vezzoli,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Régine Vial,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Daniel Vigne,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Vivien Villani,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Marta Villarroya Estruch,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Marc Villemain,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Jean-François Villemer,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Daria Vinault,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Verde Visconti,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Ivan Vislen,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Didier Volckaert,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Alain Vorimore,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Thomas Vossart,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Gilles Walusinski,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Eric Watton,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Lioba Wehinger,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Monika Weibel,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Florian Weigl,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Dominique Welinski,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
 Wim Wenders,Pétition pour libérer Polanski. Aucune forme de rétractation connue depuis.,2009,https://ohnotheydidnt.livejournal.com/39618660.html,
